hour,year,normalized
0,2020,214.17427309999994
0,2022,196.17843539999996
0,2024,178.18259769999997
0,2026,160.18676
0,2028,142.1909223
0,2030,131.4466816
0,2032,127.0279047
0,2034,125.1344771
0,2036,125.9201925
0,2038,130.4728433
0,2040,139.3361501
0,2042,151.5412401
0,2044,163.5235689
0,2046,175.2695706
0,2048,183.6202869
0,2050,187.3
1,2020,217.94611110000002
1,2022,199.05365740000002
1,2024,180.16120370000002
1,2026,161.26875
1,2028,142.3762963
1,2030,131.1065555
1,2032,126.4269389
1,2034,124.1585438
1,2036,124.4482138
1,2038,128.4659796
1,2040,136.7836585
1,2042,148.4868403
1,2044,160.1823011
1,2046,171.8695706
1,2048,180.2202869
1,2050,183.9
2,2020,213.90816710000004
2,2022,195.83283140000003
2,2024,177.75749570000002
2,2026,159.68216
2,2028,141.6068243
2,2030,130.5767678
2,2032,125.6787161
2,2034,123.1785834
2,2036,123.2224027
2,2038,127.2522549
2,2040,135.9484365
2,2042,148.203762
2,2044,159.9774058
2,2046,171.2400336
2,2048,179.1947728
2,2050,182.7
3,2020,207.83344260000004
3,2022,190.82939840000003
3,2024,173.82535420000002
3,2026,156.82131
3,2028,139.8172658
3,2030,129.795129
3,2032,125.7417336
3,2034,123.6191947
3,2036,123.5451014
3,2038,127.3264653
3,2040,135.7699417
3,2042,147.8675673
3,2044,159.8887088
3,2046,171.8287085
3,2048,180.3466151
3,2050,184.1
4,2020,209.84091359999994
4,2022,192.14796239999995
4,2024,174.45501119999997
4,2026,156.76206
4,2028,139.0691088
4,2030,128.4266476
4,2032,124.0256575
4,2034,122.4567431
4,2036,123.8923778
4,2038,128.6377368
4,2040,136.9359215
4,2042,148.1590699
4,2044,159.9019706
4,2046,172.1962764
4,2048,181.0837616
4,2050,185.0
5,2020,209.1517518
5,2022,191.8211312
5,2024,174.4905106
5,2026,157.15989
5,2028,139.8292694
5,2030,128.9860419
5,2032,123.9054784
5,2034,121.5119041
5,2036,121.9689568
5,2038,126.2486008
5,2040,134.8550222
5,2042,146.9050217
5,2044,159.0994112
5,2046,171.4469843
5,2048,180.2992715
5,2050,184.2
6,2020,216.26801439999994
6,2022,197.99432959999996
6,2024,179.72064479999997
6,2026,161.44696
6,2028,143.1732752
6,2030,131.816965
6,2032,126.5648149
