state,state_fips,county,county_fips,county_id,res1,res2,res3a,res3b,res3c,res3d,res3e,res3f,res4,res5,res6,com1,com2,com3,com4,com5,com6,com7,com8,com9,com10,ind1,ind2,ind3,ind4,ind5,ind6,agr1,rel1,gov1,gov2,edu1,edu2
AK,02,Aleutians East,013,18,954813.99874000,63680.00082000,5580.00004000,18600.00015000,39739.00033000,11354.00009000,0.00000000,0.00000000,25918.00022000,1208299.96187000,0.00000000,35182.99996000,7373.99993000,13647.99994000,13791.99994000,0.00000000,0.00000000,9308.99990000,19632.99993000,0.00000000,0.00000000,0.00000000,5200.00005000,11699.99981000,0.00000000,0.00000000,5045.00010000,9344.99999000,12625.99987000,16644.99980000,414.00000000,13482.00036000,0.00000000
AK,02,Aleutians West,016,19,1845731.99648000,67660.00099000,141360.00129000,204600.00045000,124894.00105000,79478.00063000,55147.99880000,0.00000000,43666.99982000,1800000.01139000,0.00000000,95347.99978000,39988.00028000,63126.00094000,100483.00045000,6066.99991000,0.00000000,2889.00006000,17627.00018000,0.00000000,0.00000000,6362.99992000,930.00002000,328763.00006000,2800.00001000,0.00000000,15742.00000000,3510.00000000,94024.99915000,171588.99998000,2888.99997000,33918.99987000,1926.00000000
AK,02,Anchorage,020,26,124251848.05087000,4907340.05331000,5678580.04009000,11234400.06945000,6903232.03639000,3758174.01466000,4632431.90328000,1763925.02206000,4144314.97217000,5122899.99738000,185702.00093000,6305088.99255000,5459505.01071000,3987008.00241000,11076106.02245000,473919.00213000,715959.01214000,1733534.99687000,3153436.99681000,90518.00085000,0.00000000,827594.00250000,1086447.99983000,540973.00455000,703061.99958000,5200.00005000,2486317.99931000,510966.99977000,2853838.00445000,2424820.00137000,84990.00075000,1700287.00062000,75602.00062000
AK,02,Bethel,050,20,7754544.02347000,147260.00009000,275280.00095000,104160.00036000,90832.00079000,102186.00081000,137869.99700000,0.00000000,88618.99957000,118099.99968000,7169.00015000,212786.00165000,25358.99952000,81853.99955000,187160.99824000,9094.99979000,23860.99958000,30846.99993000,52644.99912000,0.00000000,0.00000000,16599.99990000,3899.99998000,6999.99976000,5000.00000000,0.00000000,70732.99948000,10352.00011000,55326.00046000,117997.99883000,2483.99997000,102900.99989000,16156.99959000
AK,02,Bristol Bay,060,27,1443050.00594000,63680.00069000,55800.00010000,26040.00021000,17031.00015000,22708.00018000,0.00000000,0.00000000,59170.99981000,12800.00019000,0.00000000,24546.00064000,4036.00001000,18666.00021000,57672.99982000,2782.00006000,34026.00055000,2782.00007000,33063.00068000,0.00000000,0.00000000,0.00000000,1399.99998000,225884.99903000,2500.00000000,0.00000000,11129.99975000,9970.00003000,9469.99997000,18425.00020000,2354.00009000,10579.99981000,3102.99993000
AK,02,Denali,068,28,2481654.00170000,169150.00104000,55800.00020000,63240.00051000,56770.00050000,22708.00018000,0.00000000,0.00000000,134281.00096000,27600.00044000,0.00000000,67936.99960000,4596.00013000,12850.99995000,38104.99960000,0.00000000,0.00000000,3209.99995000,36006.99938000,0.00000000,0.00000000,1199.00000000,1399.99998000,0.00000000,6099.99982000,0.00000000,8471.99978000,4575.99997000,28036.00008000,22975.99962000,12630.00006000,16049.99981000,0.00000000
AK,02,Dillingham,070,21,3271240.00764000,64675.00116000,66960.00042000,122760.00121000,85155.00072000,22708.00018000,0.00000000,0.00000000,35741.99992000,35200.00004000,0.00000000,94742.99920000,14124.99991000,35204.99936000,124056.99703000,6848.00005000,90132.99890000,19473.99981000,17534.00028000,1391.00003000,0.00000000,13168.99987000,800.00001000,96799.99882000,3079.00005000,0.00000000,11756.99999000,10175.99993000,23353.99999000,41848.00008000,15087.00012000,161995.99729000,9522.99976000
AK,02,Fairbanks North Star,090,29,52475569.97033000,1997960.01742000,1882320.01133000,1945560.01099000,1549821.01136000,1055922.00838000,1020237.97785000,729900.00913000,992683.00079000,2573099.98297000,50824.99903000,1958258.00076000,1181747.00038000,1268331.99985000,2178406.00312000,126795.99993000,4143.99988000,571234.99467000,1012594.00476000,46116.99975000,0.00000000,371651.99805000,227958.99925000,112046.99862000,274154.99895000,0.00000000,1081797.00172000,134091.99970000,862321.00246000,572835.00112000,47828.99998000,554770.00370000,458752.99774000
AK,02,Haines,100,7,2121307.98195000,66665.00021000,22320.00014000,7440.00006000,73801.00064000,22708.00018000,0.00000000,0.00000000,71690.00044000,0.00000000,0.00000000,119470.00064000,18479.00033000,31477.00012000,89555.00077000,0.00000000,0.00000000,5949.00000000,71751.99981000,0.00000000,0.00000000,6761.00003000,7000.00000000,7399.99989000,0.00000000,0.00000000,28070.00018000,10410.00004000,42684.99983000,6526.99995000,5243.00003000,29210.99949000,0.00000000
AK,02,Juneau,110,1,13878858.01956000,1101465.01452000,812820.00198000,956040.01159000,749364.00440000,510930.00406000,413609.99100000,182475.00228000,491454.00175000,347000.00078000,18583.00042000,970950.00130000,338430.99724000,520064.00164000,1062962.00002000,57937.00136000,61096.99870000,215816.00034000,352638.00062000,15300.99970000,0.00000000,73009.99953000,109124.99917000,123166.99684000,120299.99757000,0.00000000,399652.00083000,127853.99886000,419615.00302000,1729274.97815000,11876.99979000,171213.00056000,22363.00087000
AK,02,Kenai Peninsula,122,30,41172838.05727000,2181040.02169000,602640.00288000,1186680.00706000,562023.00485000,283850.00225000,303313.99340000,60825.00076000,1139160.00123000,605499.99820000,70618.99904000,1408102.00432000,678402.00022000,809429.00337000,1298449.99958000,45153.99991000,131503.00266000,260571.99874000,853282.99884000,31528.99982000,0.00000000,246292.99941000,151492.99858000,164878.00143000,131599.00213000,0.00000000,573148.00164000,242786.99955000,505092.99817000,237412.00032000,57761.99962000,443452.00147000,70298.99978000
AK,02,Ketchikan Gateway,130,2,6507102.01109000,199000.00357000,598920.00101000,446400.00256000,238434.00203000,147602.00117000,275739.99400000,243300.00304000,141997.99823000,115999.99988000,21614.00032000,510923.99921000,473266.99687000,254781.00153000,438666.00001000,63044.00101000,34668.00023000,56537.00031000,175083.00211000,5885.00001000,0.00000000,33709.99994000,22066.00032000,331224.98803000,0.00000000,0.00000000,132832.99972000,43815.00040000,178340.99886000,102233.99991000,33572.00103000,124298.00027000,18725.00038000
AK,02,Kodiak Island,150,31,5904206.02346000,588044.99969000,368280.00243000,152520.00099000,221403.00188000,113540.00090000,137869.99700000,60825.00076000,193094.99862000,209700.00333000,0.00000000,344520.99849000,234473.00070000,160847.99919000,312662.00121000,26706.99935000,35631.00004000,68014.00074000,167095.99981000,8239.00023000,0.00000000,77941.00166000,45201.00036000,281500.99652000,1498.00003000,0.00000000,80616.99953000,68324.00007000,161583.00168000,150971.00172000,25148.99969000,110694.00067000,16905.99966000
AK,02,Lake and Peninsula,164,32,2141789.99458000,6965.00000000,9300.00005000,26040.00021000,0.00000000,0.00000000,0.00000000,0.00000000,42421.00071000,25899.99962000,0.00000000,23114.99996000,6847.00013000,4065.00006000,49396.00011000,0.00000000,72118.00049000,2996.00001000,6099.00021000,0.00000000,0.00000000,0.00000000,1828.99997000,9347.00000000,2700.00005000,0.00000000,2599.99990000,4100.00003000,19483.99972000,27708.00020000,0.00000000,24072.99977000,0.00000000
AK,02,Matanuska-Susitna,170,33,59538037.95972000,1861645.01661000,1194120.00620000,1380120.00811000,573377.00500000,249788.00198000,193017.99580000,0.00000000,323719.00065000,480800.00407000,23537.99978000,1137075.99516000,475226.00084000,653865.00242000,1046030.99670000,60669.99961000,98654.00029000,276966.00052000,547271.99804000,3745.00001000,0.00000000,159993.00018000,119290.00008000,62070.00002000,27171.00012000,0.00000000,732138.99581000,157971.99923000,394350.99790000,161929.00002000,27352.99997000,324862.99981000,30816.00082000
AK,02,Nome,180,22,4983201.98950000,101490.00054000,135780.00078000,219480.00153000,113540.00100000,136248.00108000,0.00000000,0.00000000,40451.99919000,74500.00054000,9202.00003000,187873.00064000,32973.99951000,97345.99876000,105209.99976000,4493.99996000,83674.00360000,55530.99967000,30875.00023000,0.00000000,0.00000000,1241.00006000,6419.99989000,0.00000000,17399.00012000,0.00000000,42088.99995000,6015.99999000,57144.99980000,128394.00011000,25365.99961000,115797.99970000,5243.00003000
AK,02,North Slope,185,23,3105228.02797000,39800.00018000,148800.00102000,159960.00129000,51093.00045000,170310.00135000,82721.99820000,0.00000000,53820.99995000,1842800.00327000,0.00000000,137080.00071000,44824.00016000,50064.00024000,150377.99986000,4493.99996000,28462.00001000,2996.00005000,87374.00038000,1284.00004000,0.00000000,8480.99983000,1200.00001000,1299.99995000,134590.00087000,0.00000000,53991.00025000,4099.00002000,43654.99938000,71849.99983000,14765.99979000,91591.99943000,19367.00058000
AK,02,Northwest Arctic,188,24,3360028.00238000,43780.00020000,106020.00041000,215760.00099000,56770.00050000,22708.00018000,110295.99760000,0.00000000,19153.00033000,255400.00398000,0.00000000,82100.99772000,12945.99959000,34079.00043000,55962.00002000,417610.99243000,51252.99835000,30387.99998000,23539.99961000,0.00000000,0.00000000,0.00000000,1399.99998000,8500.00000000,0.00000000,0.00000000,33437.99954000,0.00000000,20544.00026000,33728.00016000,4102.99993000,139715.99937000,6633.99982000
AK,02,Sitka,220,8,4258590.02376000,495510.00564000,385020.00398000,290160.00490000,113540.00096000,68124.00054000,55147.99880000,0.00000000,217351.99708000,169999.99827000,0.00000000,230558.00137000,161667.00038000,133806.00069000,228883.99939000,19473.99998000,62594.99884000,93760.99822000,132498.99872000,1391.00002000,0.00000000,15600.00003000,8245.00006000,67847.99931000,0.00000000,0.00000000,100242.00025000,38035.99943000,211926.00455000,124388.00067000,5885.00010000,99656.99754000,233152.99284000
AK,02,Southeast Fairbanks,240,10,4956938.01856000,233825.00030000,72540.00035000,133920.00084000,221402.99607000,45416.00036000,0.00000000,0.00000000,121398.00135000,261400.00307000,8880.99957000,332232.99634000,43569.00107000,67511.00025000,140584.00095000,8988.00000000,4493.99978000,12712.00019000,36273.00012000,0.00000000,0.00000000,22999.99965000,20609.99989000,5000.00000000,6646.00003000,0.00000000,55111.99959000,80351.00122000,58820.99991000,20653.99996000,7038.00011000,112564.00020000,2446.00000000
AK,02,Valdez-Cordova,261,11,6776503.99765000,842765.00260000,143220.00023000,256680.00180000,107863.00094000,124894.00099000,110295.99760000,182475.00228000,218609.00111000,128400.00064000,0.00000000,211130.00060000,147680.00016000,113346.00053000,271020.99995000,17333.99999000,15729.00009000,19659.00014000,142158.00008000,2675.00007000,0.00000000,12094.00008000,13145.00008000,183938.99845000,160647.00020000,0.00000000,68588.99969000,26579.99976000,150266.99913000,32010.99957000,12688.99997000,67848.99957000,2140.00010000
AK,02,Wade Hampton,270,25,3001739.99120000,49750.00028000,50220.00029000,0.00000000,11354.00010000,11354.00009000,0.00000000,0.00000000,6015.99991000,6900.00009000,0.00000000,78219.00083000,5350.00021000,40820.00008000,34760.00035000,0.00000000,0.00000000,7222.00001000,6441.00011000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1399.99998000,0.00000000,7200.00029000,1500.00000000,73706.00056000,43466.00060000,2484.00005000,31137.00032000,0.00000000
AK,02,Yakutat,282,12,576436.00147000,44774.99990000,20460.00000000,18600.00015000,11354.00010000,0.00000000,0.00000000,0.00000000,43869.99971000,12599.99961000,0.00000000,25058.99956000,2032.99999000,10244.99989000,32817.99963000,0.00000000,0.00000000,3424.00002000,7489.99995000,0.00000000,0.00000000,0.00000000,940.00000000,4700.00011000,0.00000000,0.00000000,1940.00000000,1299.99995000,10378.99995000,6181.99980000,0.00000000,10913.99956000,0.00000000
AK,02,Yukon-Koyukuk,290,34,5404602.03650000,145270.00075000,44640.00024000,18600.00015000,17031.00015000,11354.00009000,0.00000000,0.00000000,80335.00019000,22000.00017000,0.00000000,86741.99984000,16367.00028000,46317.00053000,87537.99976000,0.00000000,0.00000000,26106.99973000,38464.00038000,0.00000000,0.00000000,12724.99977000,7199.99990000,0.00000000,2240.00001000,0.00000000,15981.99991000,5850.99992000,31692.99975000,96086.99921000,10379.00019000,96395.99959000,0.00000000
